Year,SEX,AREA,Value
2019,Both sexes or no breakdown by sex,Tulkarm,
2007,Both sexes or no breakdown by sex,Nablus,
2014,Both sexes or no breakdown by sex,Nablus,
2017,Both sexes or no breakdown by sex,Nablus,
2019,Both sexes or no breakdown by sex,Nablus,
2007,Both sexes or no breakdown by sex,Qalqiliya,
2014,Both sexes or no breakdown by sex,Qalqiliya,
2017,Both sexes or no breakdown by sex,Qalqiliya,
2019,Both sexes or no breakdown by sex,Qalqiliya,
2007,Both sexes or no breakdown by sex,Salfit,
2014,Both sexes or no breakdown by sex,Salfit,
2017,Both sexes or no breakdown by sex,Salfit,
2019,Both sexes or no breakdown by sex,Salfit,
2007,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,
2014,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,
2017,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,
2019,Both sexes or no breakdown by sex,Ramallah & Al-Bireh,
2007,Both sexes or no breakdown by sex,Jericho & AL Aghwar,
2014,Both sexes or no breakdown by sex,Jericho & AL Aghwar,
2017,Both sexes or no breakdown by sex,Jericho & AL Aghwar,
2019,Both sexes or no breakdown by sex,Jericho & AL Aghwar,
2007,Both sexes or no breakdown by sex,Jerusalem,
2014,Both sexes or no breakdown by sex,Jerusalem,
2017,Both sexes or no breakdown by sex,Jerusalem,
2019,Both sexes or no breakdown by sex,Jerusalem,
2007,Both sexes or no breakdown by sex,Bethlehem,
2014,Both sexes or no breakdown by sex,Bethlehem,
2017,Both sexes or no breakdown by sex,Bethlehem,
2019,Both sexes or no breakdown by sex,Bethlehem,
2007,Both sexes or no breakdown by sex,Hebron,
2014,Both sexes or no breakdown by sex,Hebron,
2017,Both sexes or no breakdown by sex,Hebron,
2019,Both sexes or no breakdown by sex,Hebron,
2007,Both sexes or no breakdown by sex,North Gaza,
2014,Both sexes or no breakdown by sex,North Gaza,
2017,Both sexes or no breakdown by sex,North Gaza,
2019,Both sexes or no breakdown by sex,North Gaza,
2007,Both sexes or no breakdown by sex,Gaza,
2014,Both sexes or no breakdown by sex,Gaza,
2017,Both sexes or no breakdown by sex,Gaza,
2019,Both sexes or no breakdown by sex,Gaza,
2007,Both sexes or no breakdown by sex,Dier Al-Balah,
2014,Both sexes or no breakdown by sex,Dier Al-Balah,
2017,Both sexes or no breakdown by sex,Dier Al-Balah,
2019,Both sexes or no breakdown by sex,Dier Al-Balah,
2007,Both sexes or no breakdown by sex,Khan Yunis,
2014,Both sexes or no breakdown by sex,Khan Yunis,
2017,Both sexes or no breakdown by sex,Khan Yunis,
2019,Both sexes or no breakdown by sex,Khan Yunis,
2007,Both sexes or no breakdown by sex,Rafah,
2014,Both sexes or no breakdown by sex,Rafah,
2017,Both sexes or no breakdown by sex,Rafah,
2019,Both sexes or no breakdown by sex,Rafah,
