Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,TIME_DETAIL,Value
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ប្រទេសកម្ពុជា,ជនបទ,ភាគរយ,2014,66.6
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ប្រទេសកម្ពុជា,ជនបទ,ភាគរយ,2014,87.6
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,បន្ទាយមានជ័យ,,ភាគរយ,2014,36.6
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,បន្ទាយមានជ័យ,,ភាគរយ,2014,33.1
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,បន្ទាយមានជ័យ,,ភាគរយ,2014,69.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,បន្ទាយមានជ័យ,,ភាគរយ,2014,95.8
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ចាម,,ភាគរយ,2014,22.5
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ចាម,,ភាគរយ,2014,45.9
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ចាម,,ភាគរយ,2014,67.9
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ចាម,,ភាគរយ,2014,91.5
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ឆ្នាំង,,ភាគរយ,2014,16.6
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ឆ្នាំង,,ភាគរយ,2014,37.2
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ឆ្នាំង,,ភាគរយ,2014,59.8
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ឆ្នាំង,,ភាគរយ,2014,97.6
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ស្ពឺ,,ភាគរយ,2014,15.1
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ស្ពឺ,,ភាគរយ,2014,22.7
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ស្ពឺ,,ភាគរយ,2014,68.2
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ស្ពឺ,,ភាគរយ,2014,89.3
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ធំ,,ភាគរយ,2014,15.4
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ធំ,,ភាគរយ,2014,24.5
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ធំ,,ភាគរយ,2014,47.7
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពង់ធំ,,ភាគរយ,2014,80.4
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កណ្តាល,,ភាគរយ,2014,53.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កណ្តាល,,ភាគរយ,2014,73.5
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កណ្តាល,,ភាគរយ,2014,87.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កណ្តាល,,ភាគរយ,2014,95.7
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កោះកុង,,ភាគរយ,2000,30.6
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ខេត្តក្រចេះ,,ភាគរយ,2014,28.6
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ខេត្តក្រចេះ,,ភាគរយ,2014,44.4
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ខេត្តក្រចេះ,,ភាគរយ,2014,51.9
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ឧត្តរមានជ័យ,,ភាគរយ,2014,15.2
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ឧត្តរមានជ័យ,,ភាគរយ,2014,64.4
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ឧត្តរមានជ័យ,,ភាគរយ,2014,88.7
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ភ្នំពេញ,,ភាគរយ,2014,88.9
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ភ្នំពេញ,,ភាគរយ,2014,86.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ភ្នំពេញ,,ភាគរយ,2014,98.8
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ភ្នំពេញ,,ភាគរយ,2014,96.1
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ព្រៃវែង,,ភាគរយ,2014,25.3
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ព្រៃវែង,,ភាគរយ,2014,28.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ព្រៃវែង,,ភាគរយ,2014,59.2
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ព្រៃវែង,,ភាគរយ,2014,97.6
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ពោធិសាត់,,ភាគរយ,2014,19.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ពោធិសាត់,,ភាគរយ,2014,31.7
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ពោធិសាត់,,ភាគរយ,2014,73.9
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ពោធិសាត់,,ភាគរយ,2014,86.1
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,សៀមរាប,,ភាគរយ,2014,28.6
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,សៀមរាប,,ភាគរយ,2014,72.7
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,សៀមរាប,,ភាគរយ,2014,93.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ស្វាយរៀង,,ភាគរយ,2014,22.4
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ស្វាយរៀង,,ភាគរយ,2014,28.9
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ស្វាយរៀង,,ភាគរយ,2014,89.6
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ស្វាយរៀង,,ភាគរយ,2014,94.3
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,តាកែវ,,ភាគរយ,2014,39.5
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,តាកែវ,,ភាគរយ,2014,62.1
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,តាកែវ,,ភាគរយ,2014,85.4
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,តាកែវ,,ភាគរយ,2014,97.4
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,ភាគរយ,2014,44.7
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,ភាគរយ,2014,59.3
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,ភាគរយ,2014,78.1
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,ភាគរយ,2014,94.1
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,កំពតព្រះសីហនុនិងកែប,,ភាគរយ,2000,30.8
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,ខេត្តក្រចេះព្រះវិហារនិងស្ទឹងត្រែង,,ភាគរយ,2000,40.5
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,មណ្ឌលគីរីនិងរតនគិរី,,ភាគរយ,2014,14.2
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,មណ្ឌលគីរីនិងរតនគិរី,,ភាគរយ,2014,13.7
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.២.២ ភាគរយនៃការសម្រាលដោយបុគ្គលិកសុខាភិបាលមានជំនាញ,មណ្ឌលគីរីនិងរតនគិរី,,ភាគរយ,2014,38.4
