Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,TIME_DETAIL,Value
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ទីប្រជុំជន,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,3.1
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ទីប្រជុំជន,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,2.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ទីប្រជុំជន,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,2.1
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ទីប្រជុំជន,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,2.2
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ទីប្រជុំជន,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,2.15
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ទីប្រជុំជន,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,2.1
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ទីប្រជុំជន,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,2.22
1998,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ជនបទ,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,5.5
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ជនបទ,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,4.2
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ជនបទ,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,3.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ជនបទ,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,3.3
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ជនបទ,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,3.3
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ជនបទ,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,3.05
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ជនបទ,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,2.9
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប្រទេសកម្ពុជា,ជនបទ,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2019,2.81
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),បន្ទាយមានជ័យ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,4.3
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),បន្ទាយមានជ័យ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.8
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),បន្ទាយមានជ័យ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,2.7
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),បន្ទាយមានជ័យ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),បាត់ដំបង,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2008,3.2
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ចាម,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,4.2
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ចាម,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ចាម,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.1
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ចាម,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.4
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ឆ្នាំង,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,5.2
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ឆ្នាំង,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,4.3
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ឆ្នាំង,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.6
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ឆ្នាំង,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.6
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ស្ពឺ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,4.6
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ស្ពឺ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.7
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ស្ពឺ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.4
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ស្ពឺ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.1
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ធំ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,4.3
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ធំ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.7
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ធំ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.3
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពង់ធំ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កំពត,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2008,3.1
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កណ្តាល,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.8
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កណ្តាល,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.1
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កណ្តាល,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,2.8
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កណ្តាល,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,2.9
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កែប,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2008,3.3
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កោះកុង,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2008,4.3
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),កោះកុង,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2008,3.6
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ខេត្តក្រចេះ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,4.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ខេត្តក្រចេះ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.7
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ខេត្តក្រចេះ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.9
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),មណ្ឌលគីរី,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2008,4.5
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ឧត្តរមានជ័យ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,4.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ឧត្តរមានជ័យ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.3
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ឧត្តរមានជ័យ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,3.2
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ប៉ៃលិន,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2008,3.6
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ភ្នំពេញ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,2.1
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ភ្នំពេញ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,2.5
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ភ្នំពេញ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,2.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ភ្នំពេញ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2010,2.0
2008,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS_General Population Census of Cambodia",ប្រចាំឆ្នាំ,ជាតិ,៣.១.២ អត្រាលទ្ធភាពបង្កើតកូនសរុប (ចំនួនកូនកើតក្នុងស្រ្តីម្នាក់),ព្រះសីហនុ,,កំណើតរស់ក្នុងស្ត្រីម្នាក់,2008,3.1
