Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,TIME_DETAIL,Value
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,54.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,35.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,127.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,90.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,76.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,129.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,83.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,56.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,114.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,68.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,41.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,92.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,49.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,33.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,43.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,30.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,19.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,92.6
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,76.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,29.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,18.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,126.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,111.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,75.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ប្រទេសកម្ពុជា,,អាយុក្រោម ៥ ឆ្នាំ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,52.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,បន្ទាយមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,107.7
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,បន្ទាយមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,96.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,បន្ទាយមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,76.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,បន្ទាយមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,32.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ចាម,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,133.8
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ចាម,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,111.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ចាម,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,58.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ចាម,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,48.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ឆ្នាំង,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,160.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ឆ្នាំង,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,101.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ឆ្នាំង,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,97.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ឆ្នាំង,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,55.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ស្ពឺ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,89.5
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ស្ពឺ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,122.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ស្ពឺ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,73.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ស្ពឺ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,31.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ធំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,98.8
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ធំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,106.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ធំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,67.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កំពង់ធំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,60.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កណ្តាល,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,108.2
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កណ្តាល,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,101.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កណ្តាល,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,69.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កណ្តាល,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,40.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,កោះកុង,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2000,90.8
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ខេត្តក្រចេះ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,116.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ខេត្តក្រចេះ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,86.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ខេត្តក្រចេះ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,80.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ឧត្តរមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,110.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ឧត្តរមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,47.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.១ អត្រាមរណភាពកុមារអាយុក្រោម៥ឆ្នាំ,ឧត្តរមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,41.0
