Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,58
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,58
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,77
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ប្រទេសកម្ពុជា,ចំនួន,2020,65
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រះវិហារ,ចំនួន,2020,8
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រះវិហារ,ចំនួន,2020,6
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រះវិហារ,ចំនួន,2020,12
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ធំ,ចំនួន,2020,0
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ធំ,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ធំ,ចំនួន,2020,3
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ពោធិសាត់,ចំនួន,2020,3
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ពោធិសាត់,ចំនួន,2020,3
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ពោធិសាត់,ចំនួន,2020,10
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រៃវែង,ចំនួន,2020,0
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រៃវែង,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,ព្រៃវែង,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ស្ពឺ,ចំនួន,2020,11
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ស្ពឺ,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ស្ពឺ,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កែប,ចំនួន,2020,0
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កែប,ចំនួន,2020,0
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កែប,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,រតនគិរី,ចំនួន,2020,2
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,រតនគិរី,ចំនួន,2020,12
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,រតនគិរី,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កោះកុង,ចំនួន,2020,1
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កោះកុង,ចំនួន,2020,1
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កោះកុង,ចំនួន,2020,0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CMAA_Cambodia Mine Action Authority/DBU,ប្រចាំឆ្នាំ,ជាតិ,១៨.២.១ ចំនួននៃជនរងគ្រោះថ្នាក់ (ស្លាប់និងរបួស) ដោយគ្រាប់មីន និងសំណល់ជាតិផ្ទុះពីសង្គ្រាម,កំពង់ឆ្នាំង,ចំនួន,2020,2
