Year,indicador-disponível,objectivo,meta,indicador,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,scale,Value
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.87
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.47
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,0.81
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.99
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.99
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.19
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.2
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,1.0
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,1.0
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.34
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.34
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.99
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,1.0
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.25
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.23
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.99
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,0.99
2015,G,4,4.5,4.5.1,SE_GPI_PART,MZ6,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.23
2016,G,4,4.5,4.5.1,SE_GPI_PART,MZ6,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,Percent,1,1.24
