Year,indicador-disponível,objectivo,meta,indicador,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,scale,Value
2018,N,4,4.a,4.a.MZ_2,D28,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,70.0
2015,N,4,4.a,4.a.MZ_2,D28,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,55.0
2016,N,4,4.a,4.a.MZ_2,D28,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,54.0
2017,N,4,4.a,4.a.MZ_2,D28,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,53.0
2018,N,4,4.a,4.a.MZ_2,D28,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,54.0
2015,N,4,4.a,4.a.MZ_2,D28,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,54.0
2016,N,4,4.a,4.a.MZ_2,D28,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,54.0
2017,N,4,4.a,4.a.MZ_2,D28,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,54.0
2018,N,4,4.a,4.a.MZ_2,D28,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,57.0
2015,N,4,4.a,4.a.MZ_2,D28,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,65.0
2016,N,4,4.a,4.a.MZ_2,D28,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,66.0
2017,N,4,4.a,4.a.MZ_2,D28,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,66.0
2018,N,4,4.a,4.a.MZ_2,D28,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,68.0
2015,N,4,4.a,4.a.MZ_2,D28,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,56.0
2016,N,4,4.a,4.a.MZ_2,D28,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,55.0
2017,N,4,4.a,4.a.MZ_2,D28,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,54.0
2018,N,4,4.a,4.a.MZ_2,D28,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Number,1,54.0
