Year,indicador-disponível,objectivo,meta,indicador,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,scale,Value
2015,N,4,4.1,4.1.MZ_4,D19,MZ-A,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,7.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-A,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,12.8
2017,N,4,4.1,4.1.MZ_4,D19,MZ-A,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,10.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,22.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,32.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,31.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,6.5
2016,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,22.6
2017,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,15.4
2015,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,6.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,11.3
2017,N,4,4.1,4.1.MZ_4,D19,MZ-P,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,9.2
2015,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,27.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,31.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,31.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,12.4
2016,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,17.9
2017,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,16.1
2015,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,8.5
2016,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,10.9
2017,N,4,4.1,4.1.MZ_4,D19,MZ-N,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,9.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,30.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,33.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,34.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,11.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,16.6
2017,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,15.8
2015,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,5.9
2016,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,10.5
2017,N,4,4.1,4.1.MZ_4,D19,MZ-Q,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,7.7
2015,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,29.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,34.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,36.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,13.1
2016,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,18.9
2017,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,15.2
2015,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,6.6
2016,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,7.7
2017,N,4,4.1,4.1.MZ_4,D19,MZ-T,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,5.4
2015,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,39.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,51.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,47.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,18.6
2016,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,29.4
2017,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,20.6
2015,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,9.6
2016,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,16.7
2017,N,4,4.1,4.1.MZ_4,D19,MZ-B,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,9.8
2015,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,43.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,53.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,54.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,25.5
2016,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,37.9
2017,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,27.5
2015,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,15.8
2016,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,25.8
2017,N,4,4.1,4.1.MZ_4,D19,MZ-S,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,10.2
2015,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,58.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,69.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,72.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,17.8
2016,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,33.2
2017,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,35.8
2015,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,9.2
2016,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,17.7
2017,N,4,4.1,4.1.MZ_4,D19,MZ-I,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,12.2
2015,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,44.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,58.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,59.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,23.3
2016,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,38.3
2017,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,22.6
2015,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,12.5
2016,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,18.7
2017,N,4,4.1,4.1.MZ_4,D19,MZ-G,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,9.3
2015,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,65.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,89.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,83.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,21.7
2016,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,61.8
2017,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,39.8
2015,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,10.5
2016,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,20.7
2017,N,4,4.1,4.1.MZ_4,D19,MZ-L,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,12.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,65.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,83.0
2017,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,Percent,1,80.0
2015,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,38.0
2016,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,100.2
2017,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,Percent,1,70.6
2015,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,22.8
2016,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,44.2
2017,N,4,4.1,4.1.MZ_4,D19,MZ6,_T,_T,_T,AGG_3,_T,_T,_T,_T,Percent,1,34.0
