Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,TIME_DETAIL,Value
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,ប្រុស,អាយុក្រោម ១ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,44.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,ប្រុស,អាយុក្រោម ១ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,42.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,ប្រុស,អាយុក្រោម ១ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,36.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,ប្រុស,អាយុក្រោម ១ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,22.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,,ក្នុង ១០០ កំណើតរស់,2014,37.3
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,,ក្នុង ១០០ កំណើតរស់,2014,28.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,,ក្នុង ១០០ កំណើតរស់,2014,27.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,,ក្នុង ១០០ កំណើតរស់,2014,18.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,34.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,39.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,27.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,45.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,34.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,23.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,38.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,35.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,24.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,38.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,26.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,18.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,22.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,16.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,12.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,27.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,29.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,11.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,10.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,40.9
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,37.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,35.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ខែ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,23.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,37.3
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,28.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,27.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,,ក្នុង ១០០ កំណើតរស់,2014,18.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,34.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,39.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ១ (ក្របំផុត),ក្នុង ១០០ កំណើតរស់,2014,27.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,45.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,34.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ២,ក្នុង ១០០ កំណើតរស់,2014,23.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,38.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,35.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៣,ក្នុង ១០០ កំណើតរស់,2014,24.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,38.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,26.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៤,ក្នុង ១០០ កំណើតរស់,2014,18.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,22.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,16.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ក្នុង ១០០ កំណើតរស់,2014,12.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,27.0
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,29.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,11.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,ទីប្រជុំជន,,ក្នុង ១០០ កំណើតរស់,2014,10.0
2000,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,40.9
2005,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,37.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,35.0
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",ប្រចាំឆ្នាំ,ជាតិ,៣.៣.២ អត្រាមរណភាពទារកទើបកើត,ប្រទេសកម្ពុជា,,អាយុក្រោម ១ ឆ្នាំ,ជនបទ,,ក្នុង ១០០ កំណើតរស់,2014,23.0
