Year,indicador-disponível,objectivo,meta,indicador,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,scale,Value
2016,N,4,4.1,4.1.MZ_5,D20,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,110.5
2017,N,4,4.1,4.1.MZ_5,D20,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,110.4
2018,N,4,4.1,4.1.MZ_5,D20,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,127.2
2015,N,4,4.1,4.1.MZ_5,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,79.1
2016,N,4,4.1,4.1.MZ_5,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,78.2
2017,N,4,4.1,4.1.MZ_5,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,80.0
2018,N,4,4.1,4.1.MZ_5,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,88.2
2015,N,4,4.1,4.1.MZ_5,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,75.7
2016,N,4,4.1,4.1.MZ_5,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,74.9
2017,N,4,4.1,4.1.MZ_5,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,68.3
2018,N,4,4.1,4.1.MZ_5,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,81.0
2015,N,4,4.1,4.1.MZ_5,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,80.7
2016,N,4,4.1,4.1.MZ_5,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,81.8
2017,N,4,4.1,4.1.MZ_5,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,78.2
2018,N,4,4.1,4.1.MZ_5,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,85.9
2015,N,4,4.1,4.1.MZ_5,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,85.8
2016,N,4,4.1,4.1.MZ_5,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,90.8
2017,N,4,4.1,4.1.MZ_5,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,86.7
2018,N,4,4.1,4.1.MZ_5,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,92.9
2015,N,4,4.1,4.1.MZ_5,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,93.3
2016,N,4,4.1,4.1.MZ_5,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,97.6
2017,N,4,4.1,4.1.MZ_5,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,90.5
2018,N,4,4.1,4.1.MZ_5,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,95.5
2015,N,4,4.1,4.1.MZ_5,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,102.4
2016,N,4,4.1,4.1.MZ_5,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,108.6
2017,N,4,4.1,4.1.MZ_5,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,106.2
2018,N,4,4.1,4.1.MZ_5,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,110.6
2015,N,4,4.1,4.1.MZ_5,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,88.9
2016,N,4,4.1,4.1.MZ_5,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,92.2
2017,N,4,4.1,4.1.MZ_5,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,88.5
2018,N,4,4.1,4.1.MZ_5,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,Percent,1,90.2
